Resource ID,Exact Legacy Title,Legacy Page,Legacy Page URL,Resource Type,Original URL,Original Filename,Original Link Status,File Recovered,Migration Decision,Verification Date,Notes
JMERG-053,User Guide for STI_CI_EMTCT B.docx.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_cb9a47bb7218476da075cdf82cfe6f86.pdf,8a054d_cb9a47bb7218476da075cdf82cfe6f86.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-054,Tuberculosis Database End-User Manual_RKF_May 20(1).pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_79c7ab8aca8f4850bb4901c9ebdc3c1d.pdf,8a054d_79c7ab8aca8f4850bb4901c9ebdc3c1d.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-055,TSIS Manual Updated (1) (1) (1).pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_8484c96c34774617831454d7e94f40d7.pdf,8a054d_8484c96c34774617831454d7e94f40d7.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-056,30 Years of Advancement and Challenges in Early HIV Diagnosis in Jamaica.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_44c0d25b3c4941c5b03d90fc5dddcde4.pdf,8a054d_44c0d25b3c4941c5b03d90fc5dddcde4.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-057,Correcting the Second and Third 90 Research Paper.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_1306c4a299fe43418953073eff2e83f0.pdf,8a054d_1306c4a299fe43418953073eff2e83f0.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-058,Factors Associated with Very Late Presentation Among PLHIV in Southern Jamaica.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_b66e1bccc3224e7ea899354e0f243e32.pdf,8a054d_b66e1bccc3224e7ea899354e0f243e32.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-059,Factors associated with recurring treatment interruption poster_FINAL (1).pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_973c7d998ca64bd6a42be2fe6d44ffc8.pdf,8a054d_973c7d998ca64bd6a42be2fe6d44ffc8.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-060,HIVDR Study 2025.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_6808f75f20314dcd8003183a0941fdae.pdf,8a054d_6808f75f20314dcd8003183a0941fdae.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-061,MOH-NSP_Final National Strategic Plan.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_542f8a625ae14a77ab07e43beb524030.pdf,8a054d_542f8a625ae14a77ab07e43beb524030.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-062,Mortality Patterns and Gaps in HIV Care Insights from Jamaica 2021-2023_2025.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_dfe9cc228be748f19117cba5e03e0bd4.pdf,8a054d_dfe9cc228be748f19117cba5e03e0bd4.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-063,Operational Research Abstracts - HSTU Studies 2025.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_d373932716a5460c845c3fda17fc3b9f.pdf,8a054d_d373932716a5460c845c3fda17fc3b9f.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-064,PLHIV Retention in Care Final.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_a297e910f7374b659bccf31cc929274b.pdf,8a054d_a297e910f7374b659bccf31cc929274b.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-065,Attachment 2. NATIONAL RESEARCH AGENDA.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_409718fa12944c45a238d6b5ac887662.pdf,8a054d_409718fa12944c45a238d6b5ac887662.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-066,SRHA Risk Assessment Matrix Research 2025.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_c68f70f880414dd28fd37612302020b2.pdf,8a054d_c68f70f880414dd28fd37612302020b2.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-067,Executive Summary (HIV Data Quality) Audit Report (2025).pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_430f7bf76e2d47dd86da527d9371805d.pdf,8a054d_430f7bf76e2d47dd86da527d9371805d.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-068,Prevention DQA Report 2026 NERHA_June29.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_15a7ae0cce5847008c9f8ec8c2d53176.pdf,8a054d_15a7ae0cce5847008c9f8ec8c2d53176.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-069,Prevention DQA Report 2026 _SERHA_June12.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_26171ce634e3407ab019aa823114b006.pdf,8a054d_26171ce634e3407ab019aa823114b006.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-070,Prevention DQA Report 2026  SRHA_June26.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_e236fc7ceb80486ca466bc77dd6ee8f7.pdf,8a054d_e236fc7ceb80486ca466bc77dd6ee8f7.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-071,Prevention DQA Report 2026 WRHA July 22.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_9307151d33c84848bfb7d4144381ead9.pdf,8a054d_9307151d33c84848bfb7d4144381ead9.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-072,THE GLOBAL AIDS MONITORING REPORT OF JAMAICA 2025 revised on April 24 2025 (2).pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_a6fd1230b2ae4f42baa6dc20c3485a28.pdf,8a054d_a6fd1230b2ae4f42baa6dc20c3485a28.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-073,JASL COVID-19 Response Grant Assessment 2023.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_368a50632f094415bbc8e8c7dbc87a51.pdf,8a054d_368a50632f094415bbc8e8c7dbc87a51.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-074,JASL Living Support Focus Group Report 2023.pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_701051e9c915407eaa3ed2a439ab2a21.pdf,8a054d_701051e9c915407eaa3ed2a439ab2a21.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-075,Mystery Shopping Assessment Report 2026 Q2 (Final).pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_be0da640263d48f8be133853c42b4c33.pdf,8a054d_be0da640263d48f8be133853c42b4c33.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
JMERG-076,Mystery Shopping Assessment Report 2026 Q3 (Final).pdf,Reports _ Jmerg.html,https://williamsandremoh.wixsite.com/jmerg/copy-of-resources,PDF,https://2aef310d-9351-419e-9a0a-317bf599b4ac.filesusr.com/ugd/8a054d_7bba4c847eeb41b690a7d7d0c4e74f1a.pdf,8a054d_7bba4c847eeb41b690a7d7d0c4e74f1a.pdf,URL EXTRACTED FROM SAVED LEGACY PAGE — runtime fetch not available in current environment,NO,PENDING FILE/LINK VERIFICATION,2026-09-25,Direct legacy URL recovered from user-saved Wix HTML.
